链接,面积,房屋户型,楼层,房屋朝向,地铁,小区,位置,时间,租赁方式,付款方式,房屋现状,租赁周期,装修描述,小区介绍,学区介绍,核心卖点,周边配套,交通出行,户型介绍,投资分析
http://gz.lianjia.com/zufang/GZ0002186402.html,68平米,2室2厅1卫  整租,中楼层 (共7层),南 北,暂无数据,火电厂宿舍1套出租中,黄埔开发区,112天前发布,整租,暂无数据,暂无数据,暂无数据,房子装修保养非常好，装修高端大气，无需重新装修，到时打扫一下就可以拎包入住,"火电厂宿舍小区的物业公司将小区的每一个角落的花草树木打理得非常好,环境安静,优美,24小时封闭式管理,保安对进出小区的外来人员也是非常严格,即将开通的13号线地铁口就在火电厂宿舍小区的附近,步行也是几分钟的路程，火电厂宿舍小区地理位置优越,是个居住的好地方。",,高端大气，住得舒心、舒适；中楼层，视野,银行: 中国农业银行(庙头支行)、广州农村商业银行(庙头支行)、中国信合ATM、广州农商银行(庙头支行)超市: 阿里之门庙头店、佳缘百货(庙头店)、多又好超市、百事佳(领好店)、悦来悦便利、连心超市餐厅: 万州烤鱼、潮粵粥、胡记牛肉粉馆、得顺圆餐厅、湘情浓、咔咔来自助,公交: 庙头(夜73路/夜41路/华南新城楼巴5)庙头(BRT)(B1路/B28路/B30路/B26路/B29路/B31路)南湾(BRT)(B1路/B30路/B26路/B28路/B29路/B31路),,
http://gz.lianjia.com/zufang/GZ0002186432.html,96平米,2室1厅1卫  整租,高楼层 (共28层),南,距地铁1号线坑口995米,芳村花园8套出租中,荔湾龙溪,108天前发布,整租,暂无数据,暂无数据,暂无数据,该单位是两房两厅，间隔方正实用，布局紧凑合理，房大厅大，自住式精致装修，保养良好，中高楼层，通风采光都不错。,,,配套齐 入读名校 地铁沿线,周边生活配套有东漖肉菜市场、好又多超市、东百百货、靓家居、金海马家私城等,小区西门及南门是74、70、1路公交车总站，方便业主们出入，步行5分钟可到达地铁站或公交接驳一个站,该物业室芳村花园电梯中层单位 两室两厅一卫一厨一阳台，南向  ，采光很不错 ，清风入室。,
http://gz.lianjia.com/zufang/GZ0002186431.html,50平米,2室2厅1卫  整租,高楼层 (共17层),南,距地铁2号线广州南站1067米,敏捷时空壹号3套出租中,番禺钟村,111天前发布,整租,暂无数据,暂无数据,暂无数据,精装修复式实用90方，中空客厅大气，业主是按商住两用装修，家私电齐，可以拎包入住,敏捷时空壹号项目离广州南站西侧出口仅500米，该项目占地面积13240平方米；根据广州南站地区的整体发展规划，该地块将建成为“南站大型商务公寓”，共15层，总建筑面积69638平方米。,,享南站商圈 周边配套成熟 即租即入住,配套设施：1、项目配套：敏捷·时空壹号休闲广场、敏捷·时空壹号商业广场；2、周边配套：【购 物】：已邀请正佳集团、广州友谊、广百股份、天河城集团等一众品牌商家加盟【饮 食】：麦当劳、肯德基、吉野家、味千拉面、真功夫、周黑鸭,,平层50方，做了复式实用90方，房子现在一层是厨房，卫生间，客厅，二层卧室,
http://gz.lianjia.com/zufang/GZ0002185335.html,64平米,2室1厅1卫  整租,高楼层 (共9层),南,距地铁8号线宝岗大道233米,橡胶新村102号大院2套出租中,海珠工业大道北,112天前发布,整租,暂无数据,暂无数据,暂无数据,厅房的间隔方正比较实用，光线方面也挺好的，空间利用非常巧妙。,,"幼儿园：晓港中马路幼儿园、广州美术学院幼儿园中小学：昌岗中小学.49中,79中大学：广州美术学院",交通便利，配套成熟,,197路、 206路、 221路、 222路、 226路、 239路、 244A路、 244快路、 244路、 250路、 44路、 530路、 548路、 565路、 69路、 70路、 812路、 813路、 夜22路、 夜29路、 夜42路、 夜44路,,
http://gz.lianjia.com/zufang/GZ0002185318.html,73.1平米,2室2厅1卫  整租,低楼层 (共33层),北,距地铁5号线猎德450米,保利心语花园33套出租中,天河珠江新城中,161天前发布,整租,暂无数据,暂无数据,暂无数据,保利心语两房为开发商装修，业主买来时已经配好家私家电了，给人一种温馨住家的感觉,"保利心语花园是城市难得一见的大型生态园林社区。项目由八栋32层住宅组成，分南北两部分形成两个""L""型联体，围合成完整的花园。",,北向两房 简约时尚 通风采光好,1.小区配有双(体育东小学、天河中学)买房小孩就进入省一级学校，起跑线比别人快。 2.生活配套：肉菜市场，美西24小时大型超市，楼盘门口就有家便利店。3.食肆有桥美食家、太平沙,交通便利，距离地铁口正常步行5分钟，慢步行走时间不超过8分钟。还有多个公交站，40多条公交线经过。,,
http://gz.lianjia.com/zufang/GZ0002185303.html,72平米 (套内57平米),3室2厅1卫  整租,中楼层 (共12层),北,暂无数据,远洋明苑11套出租中,天河东圃,117天前发布,整租,暂无数据,暂无数据,暂无数据,装修好，户型设计合理，厅出阳台，主房间正南向，次卧正北向，中上楼层，透风好，采光佳，两个房间都很大，光线很充足。,"远洋明苑是由29栋小高层组成的,前期是2001年入伙的，由29栋6层楼梯洋房并列成排，间隔开阔，光线无遮挡，户型方正实用，本小区设计风格，赢得了很多业主的喜爱。后期是2005入伙的，由4栋18层电梯高层组成胡，四面无其他建筑物遮挡。",,好楼层 电梯房 方正实用,"生活配套完善，远洋明苑在天河区东圃一带是属于比较年轻的楼盘，小区周边有幼儿园、羊城小学、各类超市及菜市场、小吃店、商业街、娱乐场所、游泳池、社区文化丰富多彩, 交通网络四通八达,为你提高一个生活环境.生活上的一些基本需要在小区周边都可以满足。",公交路线：BRT黄村站 B1路、B2A路、B2路、B3路、B5路、B6路、B15路、B16路、B17路、B18路、B19路、B20路、B26路、B27 地铁线路：广州市内可搭乘地铁4号线黄村站或5号线三溪站再转公交到黄村BRT站。,厅出阳台，主卧朝南，次卧朝北，望花园，带有远洋幼儿园、羊城小学、东圃中学。,
http://gz.lianjia.com/zufang/GZ0002185314.html,106平米,3室2厅0卫  整租,中楼层 (共22层),南 北,距地铁5号线潭村547米,兰亭荟苑 3套出租中,天河珠江新城东,162天前发布,整租,暂无数据,暂无数据,暂无数据,房子室内方方正正，厅出阳台，南北对流，新装修未入住，房屋装修比较新。,属于中型社区，环境优美 ，出入方便 配套成熟。优良地段，交通方便，附近有多条线路直达广州任何一个区域。,,交通便利 配套完善 户型方正,,兰亭荟苑近潭村地铁口，楼下附近还有公交站，交通出行方便，公交地铁都方便,房子户型方正，房子室内方方正正，厅出阳台，高楼层视野开阔，厅出阳台南北通透,
http://gz.lianjia.com/zufang/GZ0002186405.html,77平米,2室1厅1卫  整租,高楼层 (共9层),东北,距地铁1号线体育西路221米,育蕾小区育蕾二街1套出租中,天河天河南,108天前发布,整租,暂无数据,暂无数据,暂无数据,两房一厅，房子整体保养比较好，给人感觉舒适。现在出租，保养采光好，房子有改动过，有个衣帽间,环境优美 适宜居住 人文素质高 物业管理完善 1、本楼建成于房屋年代：2003年 社区环境好 2、小区是集中供暖的 3、小区的居住 低密度社区 ，非常适宜居住 4、小区的植被绿化高，让您感受花园一样的家。,,育蕾小区是一个比较大型的小区，环境安静。,周边餐饮：粤海天河城酒店、体育西横街餐饮一条街周围商店：体育西菜市场、宏城超市、天河城、正佳广场、百佳超市、吉之岛超市,,,
http://gz.lianjia.com/zufang/GZ0002185503.html,120平米,3室2厅1卫  整租,高楼层 (共8层),东南,距地铁3号线大石848米,富丽家园锦华楼2套出租中,番禺大石,133天前发布,整租,暂无数据,暂无数据,暂无数据,"1、户型佳,动静分离。2、采光佳，窗外无遮挡建筑物，充分享受阳光，居住的好选择，让你享受更多的实用面积",,,周边配套齐 生活便利 房子装修好,大学城，大石中学，大石小学，富丽中学，富丽小：中国银行、农业银行、建设银行、农村信用社、工商银行，天和百货、人人乐大型超市、东发、东联、大石菜市场,周边交通比较方便，门口就是大石公交站，去广州至需要30分钟的时间，周边有105国道，星光快速等，所以交通比较方便，地铁三号线大石站,,
http://gz.lianjia.com/zufang/GZ0002185341.html,97平米,3室1厅2卫  整租,中楼层 (共39层),东南,距地铁5号线动物园419米,东风广场13套出租中,越秀东风东,227天前发布,整租,暂无数据,暂无数据,暂无数据,三间房都比较大，客厅出阳台，户型方正实用，南向，部分家私家电，属于吉屋,,,安静三房 户型方正 吉屋出租,毗邻五号线动物园地铁站，交通出行方便，周边超市银行配套较为成熟，生活比较便利！,毗邻五号线动物园地铁站，周围有78.78A.b3.27等超50路公交车穿梭至广州各个角落,三房带主套，厅出阳台，南向安静户型，采光通风好，高楼层，所以在东风广场是少放盘,
http://gz.lianjia.com/zufang/GZ0002185515.html,127.72平米,4室2厅2卫  整租,高楼层 (共18层),北,距地铁2号线江南西522米,嘉宏阁1套出租中,海珠前进路,110天前发布,整租,暂无数据,暂无数据,暂无数据,住家装修保养好 ，房大厅大，双大阳台设计，客厅和主卧直出阳台，业主新装电热器和厨卫，中间两间房带空调。,嘉宏阁位于海珠区江南东路，物业由单独一栋总高16层电梯楼组成，黄绿色条形砖外墙，楼龄较新约10年，小区地理位置优越，临近地铁2号线江南西站C出口，交通非常方便，周边生活配套非常完善。,,大户型 通风采光赞 近地铁 温馨舒适,,江南西地铁c出口，都是只需要3分钟路程，到公车站都只需要5分钟路程,,
http://gz.lianjia.com/zufang/GZ0002185327.html,80平米,2室1厅1卫  整租,高楼层 (共9层),南 北,距地铁5号线淘金452米,广州卫生厅大院1套出租中,越秀建设路,131天前发布,整租,暂无数据,暂无数据,暂无数据,现为住家装修 两房两厅 24小时大院保安管理  安静 交通非常方便,地处越秀区先烈南路地段，小区门有保安人员看护，出入必须登记，有保障，周边配套完善，,,周边配套齐 环境优美 大院管理,周边配套完善，衣食住行样样便利，临近世贸、广东国际大酒店、白云宾馆、花园酒店、友谊商场等等,,,
http://gz.lianjia.com/zufang/GZ0002185514.html,97.8平米,3室2厅1卫  整租,高楼层 (共38层),南,距地铁3号线岗顶514米,天誉华庭6套出租中,天河龙口西,148天前发布,整租,暂无数据,暂无数据,暂无数据,住家装修，风格温馨，舒服，稍微打理一下，便更加舒适，高层景观视野，一览无限风光。,属于中型社区，环境优美 ，出入方便 配套成熟。地段好，交通方便，附近有多条线路直达广州任一区域。,,住家风格 舒服温馨 高楼层 通风采光好,超市:万佳、百佳、苏宁电器城、国美、天河娱乐城，曜和广场邮局:天河北邮局、信源邮局银行:工商银行，建设银行，农业银行，兴业银行，中国银行，光大银行，深发银行，广发银行，浦发银行，交通银行，招商银行，民生银行，恒生银行，花旗银行医院:侨怡医院，中山三院，天河妇幼保健院，博爱医院,"公交：B17, B11, 560, 813, 133, 191, 130, 78, 78A, 197, 41, 32, 20， 地铁：3号线华师站和岗顶站",,
http://gz.lianjia.com/zufang/GZ0002185517.html,116.8平米,3室2厅2卫  整租,高楼层 (共30层),南 北,暂无数据,华港花园豪情湾4套出租中,天河天河公园,133天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养非常好.业主自住，装修材料很不错.伶包入座住。南北对流。,华港花园，毗邻天河公园，荣耀成为CBD之上的醇美公园大宅，将借势地铁和金融城的利好，打造更便捷、更繁华的生活。住华港花园，紧握城央与宁静，举步即达地铁与BRT快速公交及国际金融城。,,"三房两厅,安静望花园",天河公园 天府路小学 113中学 华润万家大型超市 菜市场 娱乐场所 银行 南方医院 华景新城BRT站台 等等,毗邻天河公园，举步即达地铁与BRT快速公交及国际金融城。教育幼儿园到初中一步到位，医院：南方医科大学附属三医院,,
