用户,评论,时间
299400757,期待更新快一点,2017-04-10 23:37:29
178449985,什么时候播下一季？,2017-04-10 23:37:21
554125887,期待第二季，快快来吧,2017-04-10 23:37:13
530886623,我觉得这部剧挺好的啊！为什么你们觉得不好呢？搞不懂你们的想法，期待着第二季的到来[愉快][愉快][愉快][愉快],2017-04-10 23:35:05
279659725,奥，那你眼光很好呢！刚好和我一个想法。嘻嘻,2017-04-11 07:43:20
517224489,有气质，很漂亮,2017-04-10 23:34:26
64265251,支持谭松韵,2017-04-10 23:32:56
534963049,导演真的不会挑人，这男主的脸，整容整的都变形了，特别那个鼻子太明显了，没有演技，长的也不帅，整张脸有点变形，下巴针感觉也打的太多了，还没有戴眼镜的助理帅，导演眼光真的差....看到男主的样子，不管剧好不好，光频这个男主就看不下去了,2017-04-10 23:30:30
119199528,你帅，怎么不找你呢，天妒英才是吧,2017-04-11 00:00:57
204959417,看不下去还有心留评论，也是没谁了、你看姜潮刚出道的照片你就知道了,2017-04-10 23:40:42
148625695,还我结局…😭,2017-04-10 23:27:31
547951165,这拍到21集就算完事儿啦？？？！！这也能叫结局？,2017-04-10 23:27:16
106474457,还有第二季亲爱的,2017-04-11 00:06:46
193324572,第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季第二季,2017-04-10 23:26:42
79404983,5月4号,2017-04-11 00:22:16
554125673,第二季什么时候出,2017-04-10 23:36:36
204959417,大概五月份,2017-04-10 23:41:10
549183278,1,2017-04-10 23:26:19
549183278,111,2017-04-10 23:26:13
549183278,占楼,2017-04-10 23:26:05
549183278,站楼,2017-04-10 23:25:48
61176557,&#039;,2017-04-10 23:25:29
196120582,好想快点能看到第二季，这电视剧太好看了,2017-04-10 23:25:24
205887868,男主整容整歪了[撇嘴][撇嘴],2017-04-10 23:25:14
386282365,我也发现了,2017-04-10 23:55:49
549183278,其实我感觉中国的电视剧挺好看的为什么要去看韩剧呢,2017-04-10 23:25:11
448925406,不看韩剧了，现在,2017-04-10 23:28:42
531161565,歪嘴,2017-04-10 23:24:11
27987490,真讨厌。吊人胃口 明明一次就可以播完偏偏要分成两季 不厚道！！！！！！！！！,2017-04-10 23:22:03
554119916,姜潮帅爆了。[色][色],2017-04-10 23:19:58
529982911,第二季什么时候放呀[调皮][调皮][调皮][调皮],2017-04-10 23:18:46
509914888,有点恶心，抄🐔难看,2017-04-10 23:18:15
464507338,为什么只有二十一集,2017-04-10 23:17:59
130979616,，还回家口服液,2017-04-10 23:16:30
173837848,什么时候出第二部,2017-04-10 23:16:18
542312729,5月4号,2017-04-10 23:33:12
173837848,求解第二部什么时候出,2017-04-10 23:17:28
351979676,21集就结束啦都还没有个结果呢！[流泪]看得不过瘾[抓狂],2017-04-10 23:16:14
553655408,我的VIP不到一个月怎么就不能看了呢？谁能告诉我,2017-04-10 23:14:19
507667528,我晕 女主角就长那样？？？戴有色眼镜那个吗？ 实在看不下去了 都是帅哥怎么是这样的女的！,2017-04-10 23:14:00
228363906,我现在知道了为什么有那么多的人喜欢看韩剧了为什么要说中国偶像剧沒有韩剧好看，那是因为我们中国人演不岀那种装逼的表情来，中国是现实中的高富帅懂不懂？,2017-04-10 23:13:43
25755160,男主表情太僵硬！,2017-04-10 23:12:25
258163745,男主不及助理帅,2017-04-10 23:12:20
173837848,不赞同,2017-04-10 23:17:04
554116746,男主出场，衣服好老气好廉价,2017-04-10 23:11:52
541509288,你的考虑他的性格设定,2017-04-11 00:07:03
554116280,恶心 这女的,2017-04-10 23:10:33
43272526,盛虹，大集团啊。,2017-04-10 23:10:13
70768763,我就觉得奇了怪了，韩国这样子狗血的偶像剧这么多，我们国家还有这么多人喜欢看，整天追剧。自己国家的这样子就说是垃圾，搞不懂，真心搞不懂。我就觉得挺好的，因为在每个女人心中都有这样子的一个梦！,2017-04-10 23:09:44
554115328,扮演韩均瑶的也太丑了吧 那样的脸也能上镜啊 好想吐,2017-04-10 23:08:10
542312729,只是这里面不好看 她在花样滑冰里面很好看,2017-04-10 23:34:36
554115152,挺喜欢看的，什么时候有第二季,2017-04-10 23:07:46
404278147,5月4日,2017-04-10 23:16:34
86366933,不喜欢男猪,2017-04-10 23:07:28
549557013,觉得女主演的不是称我心，但漂亮,2017-04-10 23:06:07
223372091,好看么 各位亲。,2017-04-10 23:05:28
26562572,第二季还有好久来。等到花儿都谢了。,2017-04-10 23:05:18
542312729,5月4,2017-04-10 23:34:48
120396104,男主好丑……,2017-04-10 23:04:44
173837848,你很漂亮吗,2017-04-10 23:18:23
173837848,丑你妹,2017-04-10 23:18:15
497640388,好看,2017-04-10 23:04:35
185875895,第二季什么时候播。太好看了,2017-04-10 23:04:21
554113217,太棒了！,2017-04-10 23:03:02
233234934,,2017-04-10 23:02:23
121474402,达康书记还没有更新[大哭],2017-04-10 23:01:28
25755160,服了,2017-04-10 23:01:08
316881792,好想看第二季,2017-04-10 23:00:44
466276370,第二季什么时候播出啊？？？？？？？,2017-04-10 22:58:31
37051385,还有第二季吗？,2017-04-10 22:57:32
542312729,有啊 5月4,2017-04-10 23:35:11
208169787,希望第二季别换配音吧第一季的就好了,2017-04-10 22:57:13
554109885,好看,2017-04-10 22:55:04
319554527,男主演技太僵硬,2017-04-10 22:54:52
120396104,确实，也不帅，撑不起偶像剧主角,2017-04-10 23:12:32
554050855,相亲男也是个奇葩。,2017-04-10 22:54:17
523659594,就21集吗？请问还有没有了[微笑][微笑],2017-04-10 22:54:11
542312729,有的 第二季 第一季更新完就有了 5月4号,2017-04-10 23:35:54
186701904,每天来问一次，第二季什么时候来,2017-04-10 22:54:04
542312729,5月4号,2017-04-10 23:36:03
173150178,谁借我vip用下？,2017-04-10 22:53:44
33399298,借我看看呗,2017-04-10 23:25:42
497640388,有,2017-04-10 23:03:22
535413363,亲，借一下vip呗,2017-04-10 23:50:36
554109085,亲们，用一下VIP，谢谢！😘😘😘,2017-04-10 22:53:13
27752969,好,2017-04-10 23:36:41
350571037,,2017-04-10 23:20:27
505380559,鸡毛根本就没抓住好吧,2017-04-10 22:48:26
553441964,什么时候播第二季？,2017-04-10 22:48:08
554099400,看完了，谭松韵漂亮，不错,2017-04-10 22:48:03
180068846,可以借我看看吗,2017-04-11 14:35:40
184388513,求女主右脸厚度 我想问导演 你是不是有强迫症 只打右脸是几个意思,2017-04-10 22:47:58
467373614,明天几点更新啊？？,2017-04-10 22:45:53
164663511,真爱就是这样,2017-04-10 22:45:37
223221624,什么时候出弟二季[微笑],2017-04-10 22:45:30
99629535,我借VIP谁要啊[微笑][微笑][微笑][呲牙][呲牙][呲牙],2017-04-10 22:44:51
33399298,我,2017-04-10 23:26:05
474986547,要[呲牙],2017-04-10 23:17:00
554115250,我要,2017-04-10 23:08:00
473763208,ME,2017-04-10 23:05:10
449916678,借我可以吗,2017-04-10 23:00:51
67174040,我也要,2017-04-10 22:56:17
432882124,我要,2017-04-10 22:54:43
554109055,我要,2017-04-10 22:53:07
347938051,借我可以吗？,2017-04-10 22:47:02
436150856,很好看欧！,2017-04-10 22:43:59
455448734,[微笑],2017-04-10 22:43:42
554002734,帅,2017-04-10 22:43:15
533243251,第二季快点播呀,2017-04-10 22:43:15
105984533,第二季啥时候出啊？,2017-04-10 22:43:10
104429021,这配音也太神了，常常有一个人有两种声音……太卡普了,2017-04-10 22:41:53
287053819,不知道好看不,2017-04-10 22:40:01
554102459,没看过 不怎么爱看,2017-04-10 22:39:55
515658413,说明书都不看就 直接吃药额，牛，反正我是不行的,2017-04-10 22:39:29
330222108,为什么看不了,2017-04-10 22:39:08
363367662,我vip看完了，还有吗？？,2017-04-10 23:00:02
554102306,追剧追剧[爱心],2017-04-10 22:37:58
510554203,第二季什么时候播出啊！好期待第二季哦！😃,2017-04-10 22:37:52
529377110,这喷嚏打的假的太了,2017-04-10 22:36:43
27201873,已看完 女主的衣服很漂亮 期待第二季[微笑],2017-04-10 22:36:17
537321486,网上有的卖，价钱不等,2017-04-10 23:28:53
514847374,借我vip用下管吧,2017-04-10 22:51:49
371119329,怎么才21节，其他的呐,2017-04-10 22:35:04
554100282,怎么没更新22集,2017-04-10 22:33:40
359287337,气,2017-04-10 22:32:50
424787665,为什么我觉得第一集最开始的一点好搞笑？,2017-04-10 22:32:46
28095608,第二季什么时候播,2017-04-10 22:29:29
532832756,男主整容好明显,2017-04-10 22:29:26
506285003,男主不帅要是乔美人来演这个会是什么样的😂,2017-04-10 22:29:24
120396104,男主丑死了……,2017-04-10 23:29:52
525891343,乔美人演的有个“大嫁风尚”，还不错,2017-04-10 22:35:56
52074583,第一集片头的取景谁大望路的华贸购物中心？,2017-04-10 22:28:59
518058856,快点出，笫二季,2017-04-10 22:28:48
381144536,5月4号出,2017-04-10 22:40:50
496871461,好看好看……坐等第二季……[色][色][色][色][色],2017-04-10 22:28:25
204772093,就不能一次性全播放吗？看的太好了，最后要期待，呜呜呜，太没劲了，不过希望尽快出第二季,2017-04-10 22:28:15
433274918,女主的衣服，都是什么牌子的？些好看类？谁知道牌子？,2017-04-10 22:25:49
87704216,老乡啊,2017-04-10 22:41:53
290331630,就我觉得这个秘书好可爱吗,2017-04-10 22:25:29
553441964,第二季什么时候开播啊,2017-04-10 22:24:46
381144536,5月4号,2017-04-10 22:42:03
470815968,真的？,2017-04-11 01:21:05
541866209,一遍2。 一,2017-04-10 22:24:33
157257787,有没有人有VIP，谢谢了,2017-04-10 22:24:29
248581872,我也有,2017-04-10 22:37:36
315058391,借我接我看看,2017-04-10 22:55:57
554099400,我有,2017-04-10 22:31:51
218185158,好看，期待第二季,2017-04-10 22:24:25
270794197,看太入迷了，被我一天半就看完了，爱女主角谭松韵[爱心][爱心][爱心],2017-04-10 22:23:39
431190521,期待第二季！[呲牙][呲牙],2017-04-10 22:23:22
81306428,大爱谭松韵，从最好的我们开始就喜欢她,2017-04-10 22:22:32
364212119,能不能借一下vip,2017-04-10 22:24:14
418430234,邻家女孩,2017-04-10 22:22:12
554094478,第二季什么时候开播？,2017-04-10 22:22:02
68479473,好看,2017-04-10 22:21:26
176512334,这喷嚏打的太假太个性,2017-04-10 22:20:19
521694066,第二季第二季,2017-04-10 22:19:55
515898818,谁借一下VIP哇！谢谢哇！！,2017-04-10 22:19:48
413858889,只有二十一集麽,2017-04-10 22:19:32
365830583,叔叔,2017-04-10 22:19:20
365830583,好,2017-04-10 22:19:10
365830583,记住,2017-04-10 22:18:47
431617499,谁知道第二季什么时候播？,2017-04-10 22:16:50
299303236,,2017-04-10 22:19:42
239976346,这是什马情况呢？这结局都还没搞懂，期待下半部！！！！！,2017-04-10 22:16:29
535644723,快笑死了,2017-04-10 22:16:10
169879966,第二季怎么时候开始啊,2017-04-10 22:16:02
554088646,敢不敢走的像个正常人……,2017-04-10 22:10:53
465072514,灰姑娘的故事又上演了，老套的戏码,2017-04-10 22:10:34
1435001,,2017-04-10 22:10:31
554087900,第二季什么时候播,2017-04-10 22:09:27
410356807,第二季啥时候播放，急死人[发怒][发怒][发怒][发怒][发怒],2017-04-10 22:09:09
169821941,这种i电视剧 就像 一群白痴样 SB 一样的东西 好意思 出来 丢人 还没什么理由 演技 差的要命,2017-04-10 22:08:32
496871461,所谓的素质,2017-04-10 22:26:47
224203701,谁逼你看的？,2017-04-10 22:24:59
413858889,你演的好，你去啊,2017-04-10 22:19:50
159393726,21是结局么,2017-04-10 22:08:20
554085563,好看,2017-04-10 22:05:00
113263815,我也好想看第二季,2017-04-10 22:04:37
474706268,准备一夜看完,2017-04-10 22:04:30
554085264,咋回事我手机的问题？咋老插播其他电视剧,2017-04-10 22:04:26
465993628,男主太丑,2017-04-10 22:04:13
554084301,第二季快点播吧,2017-04-10 22:02:41
186357900,以前觉得他挺帅的，现在看看下巴真的是填了多少东西啊！,2017-04-10 22:02:08
62535001,,2017-04-10 22:02:03
350713362,很喜欢松韵，《最好的我们》里她的演技是一牛的。在这部剧中，她也很出色，还有姜潮好帅，好期待第二季，,2017-04-10 22:01:19
135818408,第二季什么时候播[呲牙][呲牙],2017-04-10 22:01:02
544215378,,2017-04-10 22:06:21
554083354,好看加油,2017-04-10 22:00:54
462731070,只想说两个字：好看[色],2017-04-10 22:00:48
462731070,已经是第二遍了,2017-04-10 22:01:17
157820842,这君瑶也太丑了,2017-04-10 22:00:26
74081854,我很期待第二季，不知道什么时候开播，喜欢顾诚泽,2017-04-10 21:59:42
540369283,21集还没完啊，就没有了吗？,2017-04-10 21:59:39
273649532,好期待第二季 没有结局着急呀,2017-04-10 21:56:55
527073566,姜潮的鼻子好灵啊,2017-04-10 21:55:41
31565070,本剧还可以😄很期待第二季啊！,2017-04-10 21:54:20
554079654,还有第二季呢？,2017-04-10 21:53:59
85638220,还没有出呗,2017-04-10 22:01:18
413832599,第二季,2017-04-10 21:53:03
71464710,第一集和苏总女儿见面电脑里面的PPT就那么两张？看几个小时，也是厉害了。,2017-04-10 21:52:12
553632870,男主角好冷,2017-04-10 21:51:32
529325655,男主角还挺好看的,2017-04-10 21:51:30
327869758,第二季，播出时间快快快快快,2017-04-10 21:51:26
194406621,要看第二季,2017-04-10 21:51:21
238804674,好看！超萌的爱情剧。想嫁一个总裁😂,2017-04-10 21:50:57
554077544,姜潮真的是够够够够够够够够够的了,2017-04-10 21:50:20
411552872,谁有vip,2017-04-10 21:50:00
85638220,我给你啊,2017-04-10 22:02:08
273649532,我 有全集,2017-04-10 21:58:01
48325198,第二部的也有吗,2017-04-10 23:00:04
198079331,这个女的是锦绣未央里的君桃,2017-04-10 21:49:13
226773243,soga[微笑],2017-04-10 22:10:22
462731070,她说的是韩君瑶是君桃,2017-04-10 22:08:36
226773243,不是君桃，你去看旋风少女里的江晓莹就知道了,2017-04-10 22:01:19
194781411,哪里有君桃,2017-04-10 22:00:59
353914653,幼稚,2017-04-10 21:49:06
496262079,我看完了,2017-04-10 21:48:52
513879936,第二季什么时候出来,2017-04-10 21:47:19
554075418,我想看第二季,2017-04-10 21:47:03
63251679,哟哟哟,2017-04-10 21:46:40
554074947,好期待第二季,2017-04-10 21:46:20
530218757,好看 第一季追完 不知道 第二季好久播 期待[玫瑰],2017-04-10 21:46:18
108058159,第二季什么时候岀来,2017-04-10 21:45:10
385926178,洁癖太深,2017-04-10 21:45:00
520707850,太卡了[流泪],2017-04-10 21:44:56
552934092,好好看啊😱,2017-04-10 21:43:49
252510660,谁有vip能借一下得嘛,2017-04-10 21:42:18
273649532,我 🈶全集,2017-04-10 21:58:30
57013484,感觉第二季会很甜 快出吧,2017-04-10 21:42:17
472567873,看到关键时刻怎么就没有了啊，什么时候才能播出第二部啊,2017-04-10 21:42:13
473142221,有网友说5月14号开播,2017-04-10 21:41:41
410356807,啥,2017-04-10 22:12:59
32191603,21集了、还没玩、第二季什么时候？？？,2017-04-10 21:41:24
545746362,感觉他们好甜蜜,2017-04-10 21:40:56
180788940,女主发型有问题，不然还可以，勉强看看,2017-04-10 21:40:17
52970129,打阿切打的太假了,2017-04-10 21:38:58
395204085,就是不喜欢看，不知道为什么,2017-04-10 21:38:48
26848073,感觉顾晨泽比较像个管家啊！哈哈哈,2017-04-10 21:38:04
232324099,感觉姜潮好可爱 🌚🌚,2017-04-10 21:34:52
227585222,这是什么破电视剧 简直了 无语😓,2017-04-10 21:34:47
503780389,,2017-04-10 23:04:13
508453042,超级讨厌朱丹,2017-04-10 21:33:43
496558412,第二季什么时候有啊,2017-04-10 21:33:17
554066422,怎么没有大结局啊,2017-04-10 21:32:30
